sampleid,x,y
2131,610,1
2132,0,1
2133,596,1
2134,1024,0
2135,147,1
2136,799,1
2137,68,1
2138,78,1
2139,220,1
2140,794,1
2141,108,1
2142,494,1
2143,38,1
2144,603,1
2145,215,1
2146,822,1
2147,654,1
2148,178,1
2149,400,1
2150,60,1
2151,648,1
2152,531,1
2153,786,1
2154,48,1
2155,231,1
2156,130,1
2157,288,1
2158,372,1
2159,565,1
2160,494,1
2161,765,1
2162,602,1
2163,671,1
2164,110,1
2165,19,1
2166,431,1
2167,853,1
2168,329,1
2169,363,1
2170,901,1
2171,935,1
2172,318,1
2173,424,1
2174,967,1
2175,461,1
2176,48,1
2177,240,1
2178,700,1
2179,150,1
2180,990,1
2181,841,1
2182,209,1
2183,439,1
2184,300,1
2185,117,1
2186,884,1
2187,136,1
2188,84,1
2189,829,1
2190,577,1
2191,420,1
2192,743,1
2193,92,1
2194,584,1
2195,129,1
2196,136,1
2197,37,1
2198,617,1
2199,878,1
2200,777,1
2201,625,1
2202,801,1
2203,75,1
2204,762,1
2205,970,1
2206,669,1
2207,887,1
2208,833,1
2209,932,1
2210,323,1
2211,918,1
2212,565,1
2213,744,1
2214,170,1
2215,404,1
2216,195,1
2217,59,1
2218,494,1
2219,901,1
2220,275,1
2221,271,1
2222,806,1
2223,663,1
2224,444,1
2225,944,1
2226,446,1
2227,720,1
2228,167,1
2229,35,1
2230,634,1
2231,203,1
2232,692,1
2233,849,1
2234,162,1
2235,680,1
2236,414,1
2237,306,1
2238,879,1
2239,511,1
2240,148,1
2241,126,1
2242,814,1
2243,719,1
2244,329,1
2245,49,1
2246,365,1
2247,622,1
2248,543,1
2249,861,1
2250,512,1
2251,623,1
2252,68,1
2253,421,1
2254,894,1
2255,608,1
2256,450,1
2257,788,1
2258,568,1
2259,522,1
2260,979,1
2261,394,1
2262,883,1
2263,101,1
2264,202,1
2265,452,1
2266,316,1
2267,317,1
2268,258,1
2269,262,1
2270,738,1
2271,996,1
2272,699,1
2273,239,1
2274,244,1
2275,154,1
2276,246,1
2277,139,1
2278,113,1
2279,194,1
2280,881,1
2281,46,1
2282,970,1
2283,726,1
2284,847,1
2285,423,1
2286,51,1
2287,859,1
2288,6,1
2289,279,1
2290,237,1
2291,813,1
2292,719,1
2293,5,1
2294,262,1
2295,638,1
2296,615,1
2297,876,1
2298,666,1
2299,910,1
2300,632,1
2301,764,1
2302,900,1
2303,23,1
2304,461,1
2305,667,1
2306,118,1
2307,357,1
2308,864,1
2309,183,1
2310,88,1
2311,832,1
2312,343,1
2313,251,1
2314,356,1
2315,563,1
2316,153,1
2317,569,1
2318,226,1
2319,37,1
2320,418,1
2321,219,1
2322,65,1
2323,924,1
2324,788,1
2325,104,1
2326,698,1
2327,963,1
2328,809,1
2329,344,1
2330,675,1
2331,684,1
2332,429,1
2333,763,1
2334,1019,0
2335,852,1
2336,142,1
2337,651,1
2338,161,1
2339,210,1
2340,993,1
2341,677,1
2342,106,1
2343,29,1
2344,883,1
2345,684,1
2346,75,1
2347,877,1
2348,857,1
2349,410,1
2350,207,1
2351,832,1
2352,469,1
2353,677,1
2354,600,1
2355,739,1
2356,686,1
2357,282,1
2358,871,1
2359,55,1
2360,476,1
2361,246,1
2362,408,1
2363,762,1
2364,773,1
2365,321,1
2366,300,1
2367,377,1
2368,975,1
2369,59,1
2370,268,1
2371,662,1
2372,678,1
2373,554,1
2374,222,1
2375,553,1
2376,1000,1
2377,929,1
2378,295,1
2379,602,1
2380,435,1
2381,270,1
2382,338,1
2383,693,1
2384,397,1
2385,824,1
2386,41,1
2387,375,1
2388,971,1
2389,438,1
2390,702,1
2391,474,1
2392,470,1
2393,608,1
2394,982,1
2395,691,1
2396,358,1
2397,815,1
2398,448,1
2399,154,1
2400,353,1
2401,367,1
2402,577,1
2403,885,1
2404,242,1
2405,595,1
2406,673,1
2407,1000,1
2408,802,1
2409,824,1
2410,986,1
2411,591,1
2412,85,1
2413,627,1
2414,508,1
2415,544,1
2416,570,1
2417,873,1
2418,209,1
2419,909,1
2420,672,1
2421,817,1
2422,784,1
2423,712,1
2424,589,1
2425,316,1
2426,600,1
2427,237,1
2428,422,1
2429,884,1
2430,408,1
2431,1022,0
2432,775,1
2433,371,1
2434,895,1
2435,716,1
2436,764,1
2437,921,1
2438,733,1
2439,493,1
2440,170,1
2441,353,1
2442,698,1
2443,548,1
2444,941,1
2445,729,1
2446,671,1
2447,183,1
2448,68,1
2449,393,1
2450,893,1
2451,667,1
2452,161,1
2453,392,1
2454,647,1
2455,770,1
2456,262,1
2457,792,1
2458,729,1
2459,593,1
2460,560,1
2461,272,1
2462,666,1
2463,643,1
2464,531,1
2465,495,1
2466,182,1
2467,561,1
2468,929,1
2469,768,1
2470,896,1
2471,466,1
2472,741,1
2473,630,1
2474,22,1
2475,560,1
2476,828,1
2477,522,1
2478,17,1
2479,702,1
2480,166,1
2481,703,1
2482,420,1
2483,161,1
2484,504,1
2485,437,1
2486,927,1
2487,789,1
2488,922,1
2489,318,1
2490,984,1
2491,734,1
2492,746,1
2493,359,1
2494,512,1
2495,575,1
2496,785,1
2497,447,1
2498,591,1
2499,647,1
2500,281,1
2501,81,1
2502,868,1
2503,478,1
2504,767,1
2505,824,1
2506,343,1
2507,161,1
2508,934,1
2509,309,1
2510,173,1
2511,703,1
2512,767,1
2513,198,1
2514,480,1
2515,551,1
2516,961,1
2517,55,1
2518,664,1
2519,641,1
2520,283,1
2521,628,1
2522,341,1
2523,350,1
2524,609,1
2525,771,1
2526,593,1
2527,702,1
2528,576,1
2529,414,1
2530,483,1
2531,762,1
2532,252,1
2533,43,1
2534,959,1
2535,664,1
2536,54,1
2537,183,1
2538,278,1
2539,891,1
2540,205,1
2541,975,1
2542,704,1
2543,321,1
2544,959,1
2545,410,1
2546,282,1
2547,174,1
2548,818,1
2549,98,1
2550,15,1
2551,103,1
2552,258,1
2553,645,1
2554,789,1
2555,824,1
2556,215,1
2557,110,1
2558,254,1
2559,279,1
2560,863,1
2561,155,1
2562,537,1
2563,45,1
2564,126,1
2565,818,1
2566,42,1
2567,174,1
2568,612,1
2569,869,1
2570,325,1
2571,152,1
2572,602,1
2573,577,1
2574,919,1
2575,939,1
2576,176,1
2577,932,1
2578,33,1
2579,70,1
2580,138,1
2581,893,1
2582,965,1
2583,662,1
2584,148,1
2585,583,1
2586,664,1
2587,15,1
2588,25,1
2589,687,1
2590,26,1
2591,611,1
2592,167,1
2593,877,1
2594,325,1
2595,656,1
2596,179,1
2597,589,1
2598,919,1
2599,12,1
2600,481,1
2601,402,1
2602,352,1
2603,245,1
2604,112,1
2605,548,1
2606,510,1
2607,549,1
2608,470,1
2609,350,1
2610,182,1
2611,667,1
2612,907,1
2613,720,1
2614,793,1
2615,925,1
2616,663,1
2617,746,1
2618,1014,0
2619,12,1
2620,998,1
2621,563,1
2622,401,1
2623,983,1
2624,631,1
2625,381,1
2626,447,1
2627,298,1
2628,257,1
2629,351,1
2630,299,1
2631,745,1
2632,54,1
2633,409,1
2634,275,1
2635,613,1
2636,952,1
2637,372,1
2638,936,1
2639,320,1
2640,228,1
2641,1013,0
2642,518,1
2643,246,1
2644,489,1
2645,942,1
2646,879,1
2647,883,1
2648,647,1
2649,751,1
2650,707,1
2651,894,1
2652,954,1
2653,858,1
2654,952,1
2655,183,1
2656,553,1
2657,549,1
2658,893,1
2659,494,1
2660,772,1
2661,410,1
2662,699,1
2663,76,1
2664,202,1
2665,470,1
2666,455,1
2667,519,1
2668,666,1
2669,560,1
2670,633,1
2671,896,1
2672,933,1
2673,901,1
2674,1022,0
2675,5,1
2676,607,1
2677,895,1
2678,70,1
2679,871,1
2680,226,1
2681,876,1
2682,254,1
2683,536,1
2684,93,1
2685,960,1
2686,267,1
2687,439,1
2688,217,1
2689,20,1
2690,328,1
2691,97,1
2692,679,1
2693,451,1
2694,938,1
2695,633,1
2696,890,1
2697,8,1
2698,937,1
2699,838,1
2700,840,1
2701,884,1
2702,667,1
2703,86,1
2704,66,1
2705,555,1
2706,446,1
2707,303,1
2708,989,1
2709,507,1
2710,211,1
2711,894,1
2712,693,1
2713,40,1
2714,716,1
2715,393,1
2716,836,1
2717,751,1
2718,697,1
2719,657,1
2720,367,1
2721,45,1
2722,551,1
2723,954,1
2724,964,1
2725,461,1
2726,643,1
2727,164,1
2728,950,1
2729,378,1
2730,583,1
2731,932,1
2732,669,1
2733,45,1
2734,570,1
2735,167,1
2736,95,1
2737,300,1
2738,686,1
2739,942,1
2740,897,1
2741,779,1
2742,463,1
2743,709,1
2744,747,1
2745,218,1
2746,380,1
2747,368,1
2748,371,1
2749,698,1
2750,265,1
2751,348,1
2752,761,1
2753,966,1
2754,111,1
2755,801,1
2756,550,1
2757,980,1
2758,278,1
2759,895,1
2760,84,1
2761,443,1
2762,648,1
2763,792,1
2764,383,1
2765,580,1
2766,425,1
2767,335,1
2768,387,1
2769,816,1
2770,164,1
2771,492,1
2772,303,1
2773,368,1
2774,250,1
2775,546,1
2776,445,1
2777,717,1
2778,792,1
2779,135,1
2780,392,1
2781,125,1
2782,176,1
2783,617,1
2784,660,1
2785,846,1
2786,731,1
2787,124,1
2788,910,1
2789,154,1
2790,406,1
2791,32,1
2792,357,1
2793,25,1
2794,648,1
2795,758,1
2796,774,1
2797,708,1
2798,489,1
2799,183,1
2800,283,1
2801,500,1
2802,541,1
2803,133,1
2804,300,1
2805,921,1
2806,595,1
2807,1017,0
2808,516,1
2809,68,1
2810,481,1
2811,653,1
2812,661,1
2813,601,1
2814,112,1
2815,736,1
2816,408,1
2817,1023,0
2818,36,1
2819,349,1
2820,202,1
2821,964,1
2822,599,1
2823,447,1
2824,459,1
2825,110,1
2826,688,1
2827,186,1
2828,977,1
2829,318,1
2830,835,1
2831,500,1
2832,302,1
2833,793,1
2834,596,1
2835,811,1
2836,730,1
2837,665,1
2838,103,1
2839,426,1
2840,913,1
2841,95,1
2842,537,1
2843,557,1
2844,376,1
2845,850,1
2846,557,1
2847,837,1
2848,890,1
2849,41,1
2850,623,1
2851,97,1
2852,79,1
2853,12,1
2854,447,1
2855,811,1
2856,602,1
2857,714,1
2858,890,1
2859,46,1
2860,254,1
2861,620,1
2862,311,1
2863,497,1
2864,649,1
2865,257,1
2866,826,1
2867,668,1
2868,965,1
2869,125,1
2870,653,1
2871,985,1
2872,970,1
2873,979,1
2874,156,1
2875,849,1
2876,217,1
2877,1006,0
2878,979,1
2879,470,1
2880,49,1
2881,882,1
2882,392,1
2883,30,1
2884,673,1
2885,218,1
2886,640,1
2887,914,1
2888,262,1
2889,101,1
2890,622,1
2891,300,1
2892,366,1
2893,798,1
2894,828,1
2895,549,1
2896,54,1
2897,447,1
2898,7,1
2899,913,1
2900,793,1
2901,108,1
2902,321,1
2903,790,1
2904,604,1
2905,608,1
2906,556,1
2907,279,1
2908,550,1
2909,240,1
2910,567,1
2911,457,1
2912,885,1
2913,808,1
2914,700,1
2915,692,1
2916,667,1
2917,594,1
2918,383,1
2919,119,1
2920,172,1
2921,609,1
2922,758,1
2923,583,1
2924,234,1
2925,554,1
2926,714,1
2927,21,1
2928,299,1
2929,371,1
2930,823,1
2931,966,1
2932,473,1
2933,390,1
2934,842,1
2935,534,1
2936,15,1
2937,31,1
2938,1012,0
2939,379,1
2940,498,1
2941,582,1
2942,898,1
2943,538,1
2944,750,1
2945,219,1
2946,112,1
2947,618,1
2948,745,1
2949,415,1
2950,238,1
2951,334,1
2952,758,1
2953,921,1
2954,985,1
2955,618,1
2956,276,1
2957,31,1
2958,441,1
2959,967,1
2960,544,1
2961,1022,0
2962,882,1
2963,303,1
2964,105,1
2965,184,1
2966,1001,0
2967,804,1
2968,320,1
2969,135,1
2970,626,1
2971,125,1
2972,712,1
2973,978,1
2974,616,1
2975,547,1
2976,945,1
2977,809,1
2978,576,1
2979,503,1
2980,1009,0
2981,950,1
2982,489,1
2983,1004,0
2984,459,1
2985,551,1
2986,50,1
2987,461,1
2988,453,1
2989,55,1
2990,553,1
2991,263,1
2992,97,1
2993,898,1
2994,557,1
2995,117,1
2996,186,1
2997,815,1
2998,979,1
2999,695,1
3000,677,1
3001,490,1
3002,987,1
3003,517,1
3004,669,1
3005,289,1
3006,280,1
3007,146,1
3008,344,1
3009,85,1
3010,970,1
3011,43,1
3012,1019,0
3013,845,1
3014,560,1
3015,939,1
3016,158,1
3017,89,1
3018,650,1
3019,147,1
3020,856,1
3021,92,1
3022,354,1
3023,157,1
3024,8,1
3025,417,1
3026,832,1
3027,303,1
3028,902,1
3029,354,1
3030,747,1
3031,301,1
3032,385,1
3033,304,1
3034,908,1
3035,716,1
3036,178,1
3037,502,1
3038,513,1
3039,35,1
3040,414,1
3041,282,1
3042,153,1
3043,629,1
3044,490,1
3045,307,1
3046,947,1
3047,836,1
3048,307,1
3049,218,1
3050,83,1
3051,72,1
3052,279,1
3053,840,1
3054,831,1
3055,482,1
3056,325,1
3057,499,1
3058,620,1
3059,830,1
3060,774,1
3061,12,1
3062,265,1
3063,232,1
3064,18,1
3065,934,1
3066,661,1
3067,356,1
3068,254,1
3069,978,1
3070,216,1
3071,721,1
3072,342,1
3073,157,1
3074,147,1
3075,936,1
3076,514,1
3077,313,1
3078,685,1
3079,186,1
3080,52,1
3081,1012,0
3082,543,1
3083,586,1
3084,890,1
3085,949,1
3086,959,1
3087,53,1
3088,1022,0
3089,443,1
3090,581,1
3091,364,1
3092,944,1
3093,491,1
3094,495,1
3095,585,1
3096,564,1
3097,708,1
3098,893,1
3099,984,1
3100,873,1
3101,138,1
3102,533,1
3103,244,1
3104,798,1
3105,1015,0
3106,701,1
3107,565,1
3108,43,1
3109,954,1
3110,52,1
3111,714,1
3112,288,1
3113,125,1
3114,668,1
3115,967,1
3116,104,1
3117,457,1
3118,752,1
3119,198,1
3120,606,1
3121,936,1
3122,111,1
3123,434,1
3124,232,1
3125,79,1
3126,123,1
3127,962,1
3128,851,1
3129,277,1
3130,612,1
3131,918,1
3132,157,1
3133,476,1
3134,541,1
3135,165,1
3136,671,1
3137,59,1
3138,140,1
3139,36,1
3140,571,1
3141,974,1
3142,381,1
3143,67,1
3144,655,1
3145,189,1
3146,757,1
3147,703,1
3148,939,1
3149,873,1
3150,215,1
3151,326,1
3152,928,1
3153,382,1
3154,869,1
3155,810,1
3156,592,1
3157,687,1
3158,422,1
3159,583,1
3160,868,1
3161,783,1
3162,377,1
3163,720,1
3164,714,1
3165,371,1
3166,519,1
3167,405,1
3168,923,1
3169,732,1
3170,565,1
3171,945,1
3172,672,1
3173,365,1
3174,855,1
3175,164,1
3176,261,1
3177,937,1
3178,249,1
3179,792,1
3180,684,1
3181,432,1
3182,1017,0
3183,520,1
3184,137,1
3185,363,1
3186,183,1
3187,133,1
3188,963,1
3189,768,1
3190,303,1
3191,744,1
3192,766,1
3193,635,1
3194,258,1
3195,858,1
3196,700,1
3197,9,1
3198,530,1
3199,800,1
3200,275,1
3201,583,1
3202,192,1
3203,184,1
3204,651,1
3205,441,1
3206,517,1
3207,613,1
3208,319,1
3209,732,1
3210,282,1
3211,403,1
3212,1011,0
3213,153,1
3214,978,1
3215,934,1
3216,139,1
3217,863,1
3218,474,1
3219,723,1
3220,52,1
3221,312,1
3222,612,1
3223,449,1
3224,827,1
3225,145,1
3226,922,1
3227,945,1
3228,283,1
3229,685,1
3230,712,1
3231,868,1
3232,386,1
3233,511,1
3234,487,1
3235,533,1
3236,551,1
3237,337,1
3238,635,1
3239,500,1
3240,412,1
3241,88,1
3242,730,1
3243,762,1
3244,675,1
3245,430,1
3246,801,1
3247,206,1
3248,973,1
3249,257,1
3250,981,1
3251,186,1
3252,457,1
3253,963,1
3254,863,1
3255,612,1
3256,936,1
3257,915,1
3258,567,1
3259,703,1
3260,952,1
3261,688,1
3262,151,1
3263,103,1
3264,559,1
3265,1021,0
3266,81,1
3267,179,1
3268,108,1
3269,646,1
3270,624,1
3271,515,1
3272,943,1
3273,378,1
3274,890,1
3275,69,1
3276,887,1
3277,384,1
3278,237,1
3279,674,1
3280,92,1
3281,892,1
3282,489,1
3283,149,1
3284,133,1
3285,996,1
3286,568,1
3287,920,1
3288,219,1
3289,1,1
3290,600,1
3291,645,1
3292,830,1
3293,0,1
3294,66,1
3295,327,1
3296,489,1
3297,832,1
3298,295,1
3299,353,1
3300,130,1
3301,628,1
3302,625,1
3303,927,1
3304,845,1
3305,706,1
3306,776,1
3307,570,1
3308,119,1
3309,629,1
3310,496,1
3311,401,1
3312,164,1
3313,166,1
3314,613,1
3315,166,1
3316,929,1
3317,305,1
3318,1007,0
3319,867,1
3320,867,1
3321,864,1
3322,1004,0
3323,139,1
3324,92,1
3325,990,1
3326,590,1
3327,447,1
3328,742,1
3329,1020,0
3330,452,1
3331,197,1
3332,910,1
3333,285,1
3334,645,1
3335,5,1
3336,882,1
3337,435,1
3338,461,1
3339,536,1
3340,640,1
3341,144,1
3342,785,1
3343,329,1
3344,148,1
3345,480,1
3346,132,1
3347,345,1
3348,694,1
3349,22,1
3350,78,1
3351,188,1
3352,46,1
3353,38,1
3354,192,1
3355,545,1
3356,826,1
3357,45,1
3358,307,1
3359,184,1
3360,735,1
3361,1004,0
3362,223,1
3363,208,1
3364,440,1
3365,346,1
3366,139,1
3367,95,1
3368,19,1
3369,128,1
3370,365,1
3371,709,1
3372,245,1
3373,923,1
3374,541,1
3375,63,1
3376,874,1
3377,974,1
3378,356,1
3379,734,1
3380,91,1
3381,344,1
3382,518,1
3383,41,1
3384,107,1
3385,106,1
3386,332,1
3387,863,1
3388,938,1
3389,411,1
3390,189,1
3391,31,1
3392,483,1
3393,85,1
3394,164,1
3395,265,1
3396,786,1
3397,722,1
3398,51,1
3399,208,1
3400,92,1
3401,75,1
3402,682,1
3403,576,1
3404,26,1
3405,707,1
3406,805,1
3407,226,1
3408,774,1
3409,608,1
3410,511,1
3411,260,1
3412,421,1
3413,199,1
3414,1014,0
3415,853,1
3416,595,1
3417,963,1
3418,129,1
3419,922,1
3420,1002,0
3421,350,1
3422,648,1
3423,608,1
3424,2,1
3425,339,1
3426,821,1
3427,946,1
3428,253,1
3429,618,1
3430,834,1
3431,965,1
3432,122,1
3433,973,1
3434,168,1
3435,399,1
3436,429,1
3437,167,1
3438,283,1
3439,155,1
3440,291,1
3441,154,1
3442,662,1
3443,888,1
3444,392,1
3445,930,1
3446,854,1
3447,316,1
3448,210,1
3449,144,1
3450,384,1
3451,464,1
3452,748,1
3453,291,1
3454,284,1
3455,629,1
3456,518,1
3457,967,1
3458,943,1
3459,661,1
3460,351,1
3461,382,1
3462,753,1
3463,592,1
3464,387,1
3465,983,1
3466,841,1
3467,150,1
3468,635,1
3469,1013,0
3470,406,1
3471,281,1
3472,749,1
3473,692,1
3474,754,1
3475,733,1
3476,144,1
3477,442,1
3478,47,1
3479,911,1
3480,537,1
3481,809,1
3482,799,1
3483,16,1
3484,128,1
3485,112,1
3486,521,1
3487,668,1
3488,889,1
3489,688,1
3490,916,1
3491,252,1
3492,473,1
3493,868,1
3494,107,1
3495,531,1
3496,88,1
3497,824,1
3498,659,1
3499,439,1
3500,177,1
3501,520,1
3502,246,1
3503,284,1
3504,824,1
3505,161,1
3506,659,1
3507,306,1
3508,262,1
3509,665,1
3510,472,1
3511,452,1
3512,479,1
3513,847,1
3514,806,1
3515,174,1
3516,989,1
3517,924,1
3518,955,1
3519,45,1
3520,91,1
3521,23,1
3522,308,1
3523,790,1
3524,46,1
3525,701,1
3526,369,1
3527,731,1
3528,210,1
3529,485,1
3530,677,1
3531,1003,0
3532,344,1
3533,828,1
3534,577,1
3535,112,1
3536,713,1
3537,798,1
3538,914,1
3539,516,1
3540,171,1
3541,745,1
3542,377,1
3543,949,1
3544,814,1
3545,161,1
3546,161,1
3547,429,1
3548,139,1
3549,934,1
3550,609,1
3551,526,1
3552,12,1
3553,655,1
3554,229,1
3555,787,1
3556,699,1
3557,267,1
3558,367,1
3559,475,1
3560,594,1
3561,28,1
3562,459,1
3563,292,1
3564,542,1
3565,25,1
3566,978,1
3567,120,1
3568,437,1
3569,771,1
3570,249,1
3571,856,1
3572,34,1
3573,659,1
3574,502,1
3575,137,1
3576,965,1
3577,791,1
3578,722,1
3579,245,1
3580,992,1
3581,804,1
3582,757,1
3583,851,1
3584,305,1
3585,78,1
3586,540,1
3587,666,1
3588,606,1
3589,965,1
3590,350,1
3591,199,1
3592,894,1
3593,482,1
3594,852,1
3595,496,1
3596,16,1
3597,834,1
3598,280,1
3599,170,1
3600,463,1
3601,521,1
3602,241,1
3603,836,1
3604,676,1
3605,488,1
3606,588,1
3607,823,1
3608,370,1
3609,450,1
3610,913,1
3611,198,1
3612,143,1
3613,624,1
3614,46,1
3615,435,1
3616,487,1
3617,671,1
3618,305,1
3619,511,1
3620,528,1
3621,807,1
3622,682,1
3623,670,1
3624,235,1
3625,926,1
3626,845,1
3627,288,1
3628,703,1
3629,604,1
3630,425,1
3631,226,1
3632,580,1
3633,778,1
3634,517,1
3635,362,1
3636,202,1
3637,510,1
3638,484,1
3639,130,1
3640,746,1
3641,274,1
3642,758,1
3643,278,1
3644,677,1
3645,107,1
3646,277,1
3647,727,1
3648,425,1
3649,721,1
3650,586,1
3651,937,1
3652,124,1
3653,794,1
3654,931,1
3655,340,1
3656,15,1
3657,309,1
3658,632,1
3659,623,1
3660,1006,0
3661,772,1
3662,337,1
3663,690,1
3664,877,1
3665,449,1
3666,730,1
3667,681,1
3668,662,1
3669,421,1
3670,514,1
3671,196,1
3672,126,1
3673,115,1
3674,433,1
3675,297,1
3676,88,1
3677,899,1
3678,959,1
3679,746,1
3680,974,1
3681,414,1
3682,511,1
3683,926,1
3684,415,1
3685,696,1
3686,961,1
3687,963,1
3688,70,1
3689,995,1
3690,813,1
3691,464,1
3692,151,1
3693,552,1
3694,964,1
3695,944,1
3696,302,1
3697,628,1
3698,686,1
3699,452,1
3700,982,1
3701,231,1
3702,536,1
3703,334,1
3704,610,1
3705,634,1
3706,797,1
3707,703,1
3708,293,1
3709,39,1
3710,525,1
3711,689,1
3712,814,1
3713,864,1
3714,325,1
3715,881,1
3716,38,1
3717,400,1
3718,169,1
3719,259,1
3720,993,1
3721,2,1
3722,475,1
3723,843,1
3724,431,1
3725,175,1
3726,607,1
3727,344,1
3728,921,1
3729,221,1
3730,36,1
3731,372,1
3732,859,1
3733,355,1
3734,396,1
3735,469,1
3736,539,1
3737,478,1
3738,2,1
3739,438,1
3740,721,1
3741,491,1
3742,977,1
3743,71,1
3744,236,1
3745,391,1
3746,592,1
3747,730,1
3748,103,1
3749,435,1
3750,813,1
3751,421,1
3752,225,1
3753,48,1
3754,940,1
3755,651,1
3756,263,1
3757,134,1
3758,608,1
3759,274,1
3760,982,1
3761,450,1
3762,408,1
3763,847,1
3764,935,1
3765,538,1
3766,899,1
3767,468,1
3768,14,1
3769,24,1
3770,364,1
3771,836,1
3772,422,1
3773,748,1
3774,934,1
3775,457,1
3776,299,1
3777,407,1
3778,849,1
3779,319,1
3780,283,1
3781,836,1
3782,623,1
3783,1005,0
3784,676,1
3785,512,1
3786,395,1
3787,81,1
3788,1002,0
3789,102,1
3790,526,1
3791,201,1
3792,752,1
3793,659,1
3794,158,1
3795,89,1
3796,840,1
3797,151,1
3798,251,1
3799,697,1
3800,811,1
3801,913,1
3802,615,1
3803,438,1
3804,474,1
3805,183,1
3806,395,1
3807,844,1
3808,647,1
3809,405,1
3810,32,1
3811,623,1
3812,924,1
3813,168,1
3814,101,1
3815,569,1
3816,267,1
3817,763,1
3818,862,1
3819,188,1
3820,360,1
3821,611,1
3822,1023,0
3823,621,1
3824,354,1
3825,169,1
3826,634,1
3827,175,1
3828,481,1
3829,214,1
3830,384,1
3831,659,1
3832,880,1
3833,682,1
3834,974,1
3835,513,1
3836,445,1
3837,357,1
3838,182,1
3839,995,1
3840,828,1
3841,494,1
3842,681,1
3843,598,1
3844,455,1
3845,316,1
3846,627,1
3847,211,1
3848,719,1
3849,20,1
3850,523,1
3851,608,1
3852,454,1
3853,263,1
3854,179,1
3855,475,1
3856,940,1
3857,425,1
3858,646,1
3859,268,1
3860,277,1
3861,689,1
3862,668,1
3863,642,1
3864,105,1
3865,735,1
3866,201,1
3867,609,1
3868,755,1
3869,513,1
3870,924,1
3871,536,1
3872,344,1
3873,759,1
3874,187,1
3875,836,1
3876,648,1
3877,196,1
3878,993,1
3879,833,1
3880,668,1
3881,564,1
3882,505,1
3883,460,1
3884,811,1
3885,1006,0
3886,101,1
3887,426,1
3888,800,1
3889,76,1
3890,244,1
3891,320,1
3892,229,1
3893,695,1
3894,62,1
3895,859,1
3896,398,1
3897,190,1
3898,726,1
3899,20,1
3900,206,1
3901,963,1
3902,910,1
3903,203,1
3904,739,1
3905,586,1
3906,367,1
3907,961,1
3908,692,1
3909,800,1
3910,430,1
3911,192,1
3912,331,1
3913,659,1
3914,213,1
3915,948,1
3916,776,1
3917,738,1
3918,920,1
3919,379,1
3920,1001,0
3921,232,1
3922,822,1
3923,469,1
3924,783,1
3925,323,1
3926,304,1
3927,628,1
3928,24,1
3929,748,1
3930,976,1
3931,293,1
3932,786,1
3933,773,1
3934,978,1
3935,658,1
3936,586,1
3937,675,1
3938,919,1
3939,110,1
3940,1022,0
3941,464,1
3942,1002,0
3943,505,1
3944,961,1
3945,459,1
3946,299,1
3947,53,1
3948,327,1
3949,426,1
3950,430,1
3951,706,1
3952,675,1
3953,993,1
3954,409,1
3955,626,1
3956,844,1
3957,776,1
3958,19,1
3959,63,1
3960,513,1
3961,770,1
3962,768,1
3963,591,1
3964,341,1
3965,819,1
3966,552,1
3967,278,1
3968,307,1
3969,629,1
3970,939,1
3971,505,1
3972,601,1
3973,128,1
3974,553,1
3975,191,1
3976,293,1
3977,377,1
3978,608,1
3979,726,1
3980,742,1
3981,656,1
3982,788,1
3983,411,1
3984,142,1
3985,431,1
3986,980,1
3987,743,1
3988,84,1
3989,536,1
3990,1019,0
3991,493,1
3992,139,1
3993,921,1
3994,788,1
3995,401,1
3996,241,1
3997,467,1
3998,495,1
3999,1000,1
4000,655,1
4001,412,1
4002,797,1
4003,516,1
4004,599,1
4005,208,1
4006,898,1
4007,389,1
4008,747,1
4009,157,1
4010,436,1
4011,696,1
4012,661,1
4013,3,1
4014,664,1
4015,797,1
4016,661,1
4017,695,1
4018,49,1
4019,820,1
4020,133,1
4021,839,1
4022,217,1
4023,1003,0
4024,403,1
4025,350,1
4026,421,1
4027,23,1
4028,441,1
4029,518,1
4030,100,1
4031,507,1
4032,987,1
4033,731,1
4034,80,1
4035,318,1
4036,427,1
4037,104,1
4038,845,1
4039,657,1
4040,728,1
4041,727,1
4042,499,1
4043,142,1
4044,733,1
4045,531,1
4046,200,1
4047,608,1
4048,481,1
4049,201,1
4050,350,1
4051,710,1
4052,494,1
4053,393,1
4054,415,1
4055,952,1
4056,709,1
4057,428,1
4058,635,1
4059,753,1
4060,328,1
4061,287,1
4062,957,1
4063,646,1
4064,170,1
4065,852,1
4066,874,1
4067,647,1
4068,457,1
4069,208,1
4070,1005,0
4071,315,1
4072,189,1
4073,692,1
4074,756,1
4075,243,1
4076,460,1
4077,359,1
4078,452,1
4079,418,1
4080,957,1
4081,724,1
4082,371,1
4083,403,1
4084,250,1
4085,332,1
4086,785,1
4087,1025,0
4088,511,1
4089,597,1
4090,619,1
4091,143,1
4092,448,1
4093,737,1
4094,802,1
4095,774,1
4096,873,1
4097,862,1
4098,694,1
4099,532,1
4100,22,1
4101,732,1
4102,147,1
4103,661,1
4104,416,1
4105,875,1
4106,638,1
4107,462,1
4108,843,1
4109,20,1
4110,519,1
4111,1021,0
4112,689,1
4113,208,1
4114,22,1
4115,769,1
4116,109,1
4117,784,1
4118,508,1
4119,513,1
4120,502,1
4121,945,1
4122,356,1
